drug_name,adr_text,smiles
CORTEF,Rena. disease. Fatigue. Hypotension. insufficiency. Alopecia. failure. Addison^. Asthenia. Adrena,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
CORTISONE,pregnancy. Injectio. peritoneum. Sinusitis. sit. Incorrec. administration. Feelin. Confusiona. consciousness. neoplas. mass. Atria. abnormal. schedul. Dru. embolism. Cardia. Diarrhoea. Pai. Pleura. Ski. state. Arrhythmia. Bradycardi. Tendo. haemorrhage. Dyspnoea. issue. Malaise. Petechiae. dos. Urticaria. Piloerection. Hepati. progression. Platele. tumour. ineffective. Gai. Foeta. decreased. Bac. Hypersensitivity. Hear. Cough. injury. Neuroendocrin. failure. Sciati. Cataract. Nec. oedema. Dizziness. Weigh. Erythema. disorder. Glaucoma. administered. Abdomina. Inappropriat. peripheral. Intestina. adhesions. liver. Decrease. Arthralgia. systoli. Carcinoi. Anaemia. Metastase. Fatigue. produc. disturbance. durin. Tachycardia. Contusion. coun. Bloo. Nausea. haematoma. Constipation. rat. Oedem. foetal. appetite. temperatur. i. t. Pulmonar. Needl. Los. fibrillation. nerv. Malignan. Oedema. obstruction. pain. o. increased. effusion. exposur. Fall. pressur. Nerv. syndrome. extremity. Bod,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C
CORTISONE ACETATE,hypersensitivity. Dru,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
COSOPT,fibrillation. Adenocarcinom. Ey. pancreas. Atria. irritation,CCN[C@H]1C[C@@H](S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C.Cl
COSPANON,fracture. Enterocoliti. Pathologica. bacterial,CCC(=O)C1=C(C=C(C=C1O)O)O
COSYNTROPIN,discomfort. Anxiety. Hypertension. Dyspnoea. Tachycardia. Ches,CC(C)[C@@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N3CCC[C@H]3C(=O)O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC8=CNC=N8)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CO)NC(=O)[C@H](CC9=CC=C(C=C9)O)NC(=O)[C@H](CO)N
COTRIMOXAZOLE,Death. Hypersensitivity,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
COUMADIN,Lun. acidosis. sit. Infection. Hypertension. Atria. Blister. glan. Dru. lesion. Parathyroi. Advers. embolism. Cardia. Apnoea. Death. Cathete. Rash. Diarrhoea. attack. Pai. Pleurisy. Ski. Arrhythmia. Pyrexia. present. Dyspnoea. haemorrhage. tendenc. Malaise. Pruritus. Varicos. Urticaria. Nasa. ischaemi. Ill-define. infection. Angioedema. ineffective. congestion. Extremit. Bac. decreased. discomfort. cardiac. Hear. Cough. failure. Pain. Ras. bruise. Transien. Flui. Dizziness. Erythema. Sinu. Discomfort. disorder. Epistaxis. sensitisation. Nephrogeni. Abdomina. B1. peripheral. Aneurysm. Arthralgia. Eatin. maculo-papular. Anaemia. Erysipelas. Flushing. Arteriosclerosis. Catheterisatio. Fatigue. Facia. Vira. necrosis. Bloo. Asthenia. Nausea. fibrosis. Constipation. Haematemesis. event. Nasopharyngitis. rat. Oedem. Vitami. retention. operation. vein. i. t. systemi. calciu. Ches. Melaena. Pulmonar. Emotiona. Increase. fibrillation. Jaundice. distension. Headache. pain. Metaboli. increased. urin. Blindness. extremity. Migraine. Pancytopenia. hypersensitivity,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
COVERSYL,Join. Pneumococca. Rheumatoi. Internationa. Dyspnoea. neoplasm. Epistaxis. Skeleta. Benig. Melaena. swelling. Hypoalbuminaemia. increased. effusion. infection. Painfu. Syncope. Fall. discharge. Swelling. oesophagea. normalise. Hepatocellula. Asthenia. Filariasis. respiration. Purulen. Cholestasis. Excoriation. rati. injury. arthritis. Pain. Pleura,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O
COZAAR,. Pyrexia. pregnancy. Exposur. mellitus. Sinusitis. diabete. i. Dee. Urinar. Abdomina. deterioration. reflu. Haematoma. vei. Headache. Injury. pain. Typ. Erysipelas. disease. infection. Genera. Fatigue. trac. Gai. Dysphagia. disturbance. jaw. durin. healt. Wound. Flatulence. Gastrooesophagea. Sepsis. thrombosis. physica. Diarrhoea. Pain. Pai. Thrombosis,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+]
CRAVIT,. Cytomegaloviru. Febril. Corynebacteriu. associate. disorder. antibod. positive. viru. Whit. cel. Hepatiti. neutropenia. Platele. increased. sepsis. Anaphylacti. coun. decreased. shock. tes. lymphoproliferativ. Epstein-Bar. bloo,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
CRESTOR,. arter. Transaminase. Incorrec. Neoplas. Fear. administration. Feelin. swelling. Memor. Hypertension. consciousness. cel. acute. Atria. dru. Paraesthesia. schedul. Dru. Vertigo. neuropathy. congestive. Cardia. Gastrointestina. infarction. Hypogonadism. Rash. Diarrhoea. Pai. diabete. haemorrhage. tachycardia. Middl. Coronar. dos. Ventricula. bradycardia. Proctalgia. Typ. hypotension. ineffective. Swelling. dilatation. decreased. discomfort. Agitation. accident. apnoe. Hear. failure. Tremor. impairment. nervou. Ejectio. Flui. Dizziness. Weigh. mellitus. fibr. Sinu. Haemorrhage. Formication. disorder. failur. occlusion. Withdrawa. Abdomina. administered. Inappropriat. Slee. misuse. Whit. Arthralgia. Acut. Hyperhidrosis. arrest. system. Lef. Metastase. disease. Fatigue. atria. cardiomyopathy. Myalgia. malignant. Bloo. coun. Nausea. Periphera. rat. use. fractio. retention. i. t. Myocardia. Los. fibrillation. Intentiona. Anorecta. insomnia. labe. distension. Live. o. increased. Presyncope. interaction. myocardia. Smal. Orthostati. Respirator. Cerebrovascula. Recta. pressur. syndrome. extremity. Hyponatraemia. hot. Ischaemi. centra. hypersensitivity. Of. bloo,CC(C1=NC(=NC(=C1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C2=CC=C(C=C2)F)N(S(=O)(=O)C)C)C.CC(C1=NC(=NC(=C1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C2=CC=C(C=C2)F)N(S(=O)(=O)C)C)C.[Ca+2]
CUBICIN,Death. Staphylococca. Extradura. Infection. Septi. abscess. shock,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)[C@H](C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C
CURCUMIN,spasms. Feelin. sclerosis. Rhinorrhoea. Dermatiti. acneiform. Muscl. Neutropenia. abnormal. Multipl,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O
CYANOCOBALAMIN,Join. Tongu. Haemorrhage. failur. Los. consciousness. Dysarthria. acute. Dehydration. Headache. Swolle. o. Rena. interaction. ineffective. Fall. Gai. disturbance. Dru. detoxification. Electrolyt. syndrome. Laceration. tongue. Alcoho. imbalance. injury. withdrawa. Convulsion,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
CYCLIZINE,Periphera. Capillar. Vomiting. generalised. swelling. face. Rash. lea. Ras. syndrome. Swellin. Nausea,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
CYCLOBENZAPRINE,Pulmonar. embolism,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
CYCLOBENZAPRINE HCL,Diplopia,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31.Cl
CYCLOPHOSPHAMIDE,Cytomegaloviru. Muscula. Febril. Mobilit. Neuropath. Visio. haemorrhagic. Meningitis. swelling. consciousness. neoplas. acuit. reduced. Vomiting. exfoliation. Transfusion. Dru. Intraocula. hypersensitivit. Adenoviru. erythrodysaesthesi. Tempora. Diarrhoea. toxicity. Ski. Join. Pyrexia. convulsion. B. Dyspnoea. haemorrhage. recurrent. deterioration. hos. progression. Ventricula. distress. reaction. Gran. Typ. Papilloedema. infection. ineffective. malignancy. primar. Nai. Visua. Cardiovascula. Bac. decreased. discomfort. myeloi. blurred. Cough. Pain. failure. Ejectio. arteritis. Leukoencephalopathy. oedema. ma. disorder. palsy. veno-occlusiv. graf. Abdomina. viru. peripheral. Diseas. Arthralgia. Acut. hypokinesia. neutropenia. disease. Therapeuti. Genera. Cystiti. healt. Myalgia. weakness. Asthenia. Pneumonia. Nausea. respons. I. Castleman^. Graf. use. fractio. Stridor. Ches. Pulmonar. leukaemia. Los. nerv. Malignan. alveola. loss. labe. Headache. distension. Aphasia. pain. o. increased. Hemiplegia. Secon. Sensor. Respirator. pressur. syndrome. versu. leukaemi. Listeriosis. Peronea. Pancytopenia. physica. Of. Palmar-planta,C1CNP(=O)(OC1)N(CCCl)CCCl
CYCLOSPORINE,disease. Pneumoni. infection. viral. ineffective. graf. fibrillation. Oropharyngea. versu. B. hos. Dru. aspiration. Atria. Chroni. pain. Encephaliti. viru,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
CYMBALTA,. arter. Cellulitis. Overdose. Feelin. Hypertension. device. acute. Atria. abnormal. Psychoti. Vomiting. abuse. trac. pustulosis. Dru. congestive. Cardia. ideation. infarction. Hypogonadism. Diarrhoea. Devic. effec. Pai. Ski. Pyrexia. generalise. Dyspnoea. Pancreatitis. diabete. haemorrhage. tachycardia. Malaise. Crying. Coronar. Urticaria. Ventricula. bradycardia. Typ. ineffective. dilatation. leve. decreased. impaired. apnoe. Sopor. Hear. Pain. Tremor. failure. Ejectio. Nephrolithiasis. Nec. Flui. mellitus. Sinu. disorder. failur. occlusion. surgery. Abdomina. peripheral. Slee. Arthralgia. Acut. exanthematou. contraceptiv. arrest. Lef. disease. Flushing. Unevaluabl. Fatigue. dislocation. atria. cardiomyopathy. Asthenia. Pneumonia. Nausea. wit. Sepsis. event. rat. Oedem. fractio. retention. Pregnanc. Influenza. i. incontinence. Depression. Biliar. Activitie. fibrillation. Intentiona. warm. Headache. Faeca. pain. o. increased. interaction. livin. myocardia. Suicida. Respirator. Recta. dail. syndrome. extremity. Hyponatraemia. Ischaemi. Apathy. hypersensitivity. Cholecystectomy. self-injury,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl
CYPROHEPTADINE,hernia. Umbilica. scar. Keloi,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
CYTARABINE,Cytomegaloviru. Febril. graf. haemorrhagic. hos. Acut. neutropenia. reaction. Typ. disease. infection. Hypotension. Cystiti. Anaphylacti. Pneumonia. shock. versu. hypersensitivit. I. Hypoxia,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O
CYTOTEC,hypersensitivity. Dru,CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O
CYTOXAN,Pulmonar. chemical. oedema. qualit. Pneumoniti. Febril. Injectio. Produc. sit. Sluggishness. dryness. issue. neutropenia. nodule. discolouration,C1CNP(=O)(OC1)N(CCCl)CCCl
DABIGATRAN,Arrhythmia. procedura. Gingiva. Invasiv. haemorrhage. Haemorrhage. Diverticulu. Urogenita. Epistaxis. intestina. Deafness. haemorrhagic. Melaena. Gastri. Los. anaemia. Ulce. carcinoma. Iro. Cerebra. consciousness. Haematochezia. Conjunctiva. deficienc. o. Uppe. Anaemia. interaction. Smal. Cystiti. Subdura. Dru. Diarrhoe. Recta. Haemorrhoida. breas. ducta. haematoma. Pos. Gastrointestina. Lowe. Ey. Shoc. bleeding. gastrointestina,CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N
DACTINOMYCIN,effusion. Febril. Hypophagia. neutropenia. Pleura,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C
DAFALGAN,haematoma. Internationa. Haematoma. rati. normalise. Thrombocytopenia. Intra-abdomina. Petechiae. increased,CC(=O)NC1=CC=C(C=C1)O
DAFALGAN CODEINE,Anxiety. Stereotypy. Abnorma. disorder. Impulse-contro. behaviour. Psychomoto. hyperactivity,CC(=O)NC1=CC=C(C=C1)O
DAFLON,Pyrexia. Osteoarthritis. Injectio. Weigh. process. i. sit. macular. Pruritus. Feelin. Arthralgia. Headache. pain. Dengu. increased. usag. produc. techniqu. fever. hot. Pain. Ras. Wron,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
DAIVOBET,abnormal. Live. functio. tes,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC.C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C
DANAZOL,administratio. error. Dyspnoea. Dru. Asthenia. Anaemia,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5
DAONIL,Haemoglobi. Leukopenia. decreased,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
DAPSONE,Diarrhoea. Listeriosis. Pyrexia. Meningitis,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N
DAPTOMYCIN,Cardia. Cardio-respirator. Death. electrica. shock. failure. Respirator. Pulseles. Septi. arrest. activity,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)[C@H](C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C
DARAPRIM,Cytomegaloviru. Gastrointestina. Vomiting. infection. ulcer. upper. pai. haemorrhage. Escherichi. Strongyloidiasis. Oesophagea. Histoplasmosis. bacteraemia. Hypokalaemia. Abdomina. Nausea. Hyponatraemia,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
DARUNAVIR,Syncope. prolonged. Electrocardiogra. Q,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
DARVOCET-N,Nephrogeni. systemi. fibrosis,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C.CC(=O)NC1=CC=C(C=C1)O.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O
DARVOCET-N 100,deterioration. Anxiety. Genera. Emotiona. thrombosis. Dee. physica. distress. healt. Pain. vei. Injury. pain. Abdomina. Thrombosis,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C.CC(=O)NC1=CC=C(C=C1)O.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O
DECADRON,thrive. Incontinence. Failur. inappropriat. burn. Ora. Influenza. belo. Therma. Depression. Stress. t. heigh. disorder. Abdomina. Diseas. Malignan. progression. neoplas. candidiasis. Headache. pain. o. Psychoti. patien. ineffective. Fatigue. administere. age. Dru. Laceration. normal. Dysgeusia. Diarrhoea. Convulsion. Constipation. Nasopharyngitis. Bod,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
DEFEROXAMINE,Haemolysis. Nasopharyngitis. Dyspnoea. Platele. Haemoglobi. decreased. coun,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
DEFINITY,seizures. ST-. QR. Sinu. dyskinesia. Los. change. Tardiv. consciousness. bradycardia. Myoclonus. Comple. abnormal. o. Electrocardiogra. Fall. Hea. injury. axi. Convulsion. partia,C(C(F)(F)F)(C(F)(F)F)(F)F
DEFLAZACORT,Periphera. Paraesthesia. swelling. infection. Hypoaesthesia. coldness. Decrease. i. incontinence. immun. Urinar. responsiveness. Loca. Herpe. Pai. extremity. Blister. viru,CC1=N[C@@]2([C@H](O1)C[C@@H]3[C@@]2(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)C(=O)COC(=O)C
DELORAZEPAM,oedema. abuse. Epiglotti. Intentiona. Hypotension. Tongu. Dru. face. Rash. Overdose. Swellin. self-injury. Coma,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3Cl
DELTACORTENE,Overdose. flutter. Atria,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C
DEMADEX,Flui. retention. abnormal. Live. functio. tes,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
DENOSINE,Bloo. Hypoglycaemia. glucos. decreased,C1=NC2=C(N1COC(CO)CO)N=C(N=C2[O-])N.[Na+]
DEPAKENE,pregnancy. bipola. han. Toot. Ea. nos. dru. Multipl. Inflammation. discolouration. glan. len. Congenita. lif. Dru. lesion. Toothache. Statu. Growt. Parotitis. Cardia. type. anticonvulsan. affectin. murmur. effec. Ski. therapeutic. Menta. Dyspnoea. drug. heigh. deterioration. Centra. ineffective. Gai. Visua. Prematur. anomaly. leve. Foeta. decreased. nervou. impairment. normal. malformation. Dysmorphism. Speec. disorder. Cognitiv. birt. epilepticus. Li. Correctiv. Leukocytosis. retardation. hypersecretion. Anaemia. Genera. developmen. Affec. disturbance. durin. Tachycardia. healt. Disorientation. lability. disorde. withdrawa. Qualit. injuries. Paroti. belo. foetus. Epilepsy. Anticonvulsan. loss. Oedema. Schizoaffectiv. pain. enlargement. syste. o. exposur. Fall. ora. weigh. baby. Salivar. Odynophagia. Paterna. syndrome. user. cardiovascula. physica. Lo. Convulsion. Bod,CCCC(CCC)C(=O)O
DEPAKIN CHRONO,Sopor. Sel. injuriou. behaviour,CCCC(CCC)C(=O)O
DEPAKINE,Lun. infection. Fall. Rhabdomyolysis. Somnolence. Dyspnoea. Overdose,CCCC(CCC)C(=O)O
DEPAKINE CHRONO,interaction. Amylas. Dru. increased. Lipas. pancreatitis. Oedematou,CCCC(CCC)C(=O)O
DEPAKOTE,Hallucination. Clavicl. Amylas. pregnancy. Muscula. Mobilit. Bon. process. Neuropath. Tongu. duration. Materna. defect. Incorrec. Bruxism. Intervertebra. Pani. qualit. Fear. congenital. Neutrophi. Confusiona. Feelin. Toot. Phobia. han. swelling. Memor. Irritability. Stevens-Johnso. Produc. Gingivitis. acute. Atria. abnormal. dru. nos. Multipl. Paraesthesia. Psychoti. Vomiting. affect. Congenita. len. incomplete. right. Dru. techniqu. inflammation. Advers. Toothache. Statu. Growt. Cardia. ideation. anticonvulsan. Thinkin. Postmatur. Rash. Diarrhoea. Dyskinesia. attack. affectin. murmur. Pancreatiti. effec. bleeding. Ski. state. Arrhythmia. Insomnia. aggravated. convulsion. Pyrexia. present. therapeutic. Menta. upper. Clef. Dysstasia. prescribin. pai. Dyspnoea. Pancreatitis. hyperplasia. cholestero. drug. issue. Malaise. tendenc. heigh. Balanc. growt. Pruritus. Crying. dyskinesia. dos. Urticaria. Hai. fracture. Hepati. Sedation. distress. residu. Dysarthria. Platele. Leukopenia. Bundl. reaction. Gran. usag. dispensin. ineffective. mouth. Gai. Visua. Prematur. anomaly. Parkinson^. leve. valv. Foeta. decreased. Bac. Parkinsonism. Join. tes. discomfort. Agitation. Trismus. impaired. enzym. Cauter. Hypersensitivity. Hear. Somnolence. injury. Though. failure. Tremor. impairment. Pain. normal. bruise. titubation. malformation. Dysmorphism. Fallot^. Dizziness. administratio. Weigh. Gingiva. Erythema. neuralgia. Speec. ma. disorder. Fla. Epistaxis. speech. administered. Abdomina. peripheral. Slee. dry. palate. Tardiv. Hyperammonaemia. Decrease. Movemen. Mania. epilepticus. birt. Li. Correctiv. retardation. Hyperhidrosis. Lethargy. arrest. functio. altered. erythema. disease. Unevaluabl. error. Fatigue. nose. developmen. eruption. Amnesia. disturbance. withdrawal. Facia. durin. Alopecia. Tachycardia. pale. marro. Thrombocytopenia. Myalgia. weakness. coun. Pancreati. Disorientation. Bloo. Pneumonia. Nausea. Asthenia. Moo. glucos. movemen. Hea. Dr. Dysgeusia. Osteoporosis. Conditio. withdrawa. stenosi. cold. event. injuries. Granulocytopenia. Wron. rat. Ammoni. Anxiety. use. dis. Dream. appetite. Hi. i. belo. incontinence. Depression. t. Urinar. foetus. tetralogy. Pulmonar. Anticonvulsan. Activitie. fibrillation. Increase. Emotiona. Repetitiv. branc. Medicatio. Faece. Haematochezia. Oedema. labe. Headache. Faeca. pain. Live. Lipas. Injury. o. jittery. increased. interaction. livin. Autism. exposur. Fall. ora. Suicida. Nervousness. Trigemina. baby. Respirator. Loca. Paterna. dail. Acidosis. syndrome. weigh. Bipola. hot. Ful. Anger. user. Ey. Pancytopenia. cardiovascula. bloc. Concussion. Chills. hypersensitivity. intolerance. Convulsion. Lo. Of. Bod. bloo. Apathy. septa,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
DEPAKOTE ER,use. Insomnia. Anxiety. Dizziness. Malaise. disorder. omission. dos. Feelin. event. Eatin. labe. Schizoaffectiv. abnormal. dispensin. Vomiting. error. Unevaluabl. Fatigue. Suicida. Dru. Hospitalisation. leve. decreased. Nausea. Agitation. Anger. ideation. Death. Rash. Convulsion. Of. Frustration,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
DEPAS,disease. leukaemia. myeloi. Hypothyroidism. enzym. lun. Hepati. Acut. Bronchitis. Interstitia. Inflammation. increased,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C
DEPO-MEDRONE,Diplopia. Vomiting. Dizziness. Gai. disturbance. Dyspnoea. Gastroenteritis. disorder. Balanc,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)C)O
DEPO-TESTOSTERONE,ineffective. infarction. Dru. Produc. issue. Myocardia. Malaise. Libid. decreased. Nasopharyngitis. qualit,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCC4)CCC5=CC(=O)CC[C@]35C
DEPOCYT,use. proprioception. Los. Muscula. Hypoaesthesia. Sensor. Myelopathy. sense. Decrease. weakness. loss. disorder. labe. Balanc. Of. vibrator. o,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O
DEROXAT,Rena. Mobilit. Mania. acute. failur. decreased,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.O.Cl.Cl
DESFLURANE,interaction. stenosis. Urethra. Serotoni. Procedura. complication. Dru. Tachycardia. Acidosis. syndrome,C(C(F)(F)F)(OC(F)F)F
DESONIDE,respons. Therapeuti. Diverticulitis. decreased,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@]35C)O
DESOXIMETASONE,Dermatitis. Applicatio. discharge. sit. Rash. erythema. Scab. irritation. Purulen. Ski,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C
DETROL,Depression,CC1=CC(=C(C=C1)O)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
DETROL LA,Coelia. disease,CC1=CC(=C(C=C1)O)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
DETRUSITOL,eruption. ski. Toxi,CC1=CC(=C(C=C1)O)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
